ID	Country	ISO	Admin	Code	Region	Category	Measure	Pop. Targeted	Comments	Non-compliance	Date	Source	Source Type
154	Indonesia	IDN			Asia	Movement restrictions	Additional health/documents requirements upon arrival	Yes	Travellers from Iran, Italy and Korea, South who come from outside the above mentioned areas must provide medical certificates issued within seven days by health authorities, proving them free of COVID-19 upon arrival	Not applicable	08/03/2020	International SOS	Other organisations
156	Indonesia	IDN			Asia	Movement restrictions	International flights suspension	No	From and to China	Not applicable		Ministry of Foreign Affairs - France	Government
3154	Indonesia	IDN			Asia	Public health measures	General recommendations	No			26/01/2020	Indonesia MoFA	Government
3155	Indonesia	IDN			Asia	Public health measures	Awareness campaigns	Yes	If you need help, immediately report to the local authority with telephone number 9155 4023 or the Indonesian Consulate General in Hong Kong, via: Social Media: facebook.com/kjrihk / WA Hotline: 6773 0466, 5294 4184		26/01/2020	Indonesia MoFA	Government
3156	Indonesia	IDN			Asia	Public health measures	Introduction of quarantine policies	No			02/02/2020	Indonesia MoFA	Government
3157	Indonesia	IDN			Asia	Movement restrictions	International flights suspension	Yes	direct flights to and from China China have been temporarily suspended starting Wednesday at 00.00.		05/02/2020	Indonesia MoFA	Government
3158	Indonesia	IDN			Asia	Movement restrictions	Visa restrictions	Yes	the policy of granting visa and visa on arrivals visa-free facilities for Chinese citizens residing in Mainland China is temporarily suspended. all arrivals who arrived from Mainland China and had been there for 14 days were temporarily not permitted to enter and transit in Indonesia.		02/02/2020	Indonesia MoFA	Government
3159	Indonesia	IDN			Asia	Public health measures	General recommendations	Yes	the government asked Indonesian nationals temporarily unable to travel to Mainland China.		02/02/2020	Indonesia MoFA	Government
3160	Indonesia	IDN			Asia	Movement restrictions	International flights suspension	Yes	suspend entry or transit in Indonesia to incoming visitors/travelers who have traveled to Iran, Italy, or Korea, South in the last 14 days		08/03/2020	Indonesia MoFA	Government
3161	Indonesia	IDN			Asia	Movement restrictions	Additional health/documents requirements upon arrival	Yes	for all visitors/travelers from outside the aforementioned areas in Iran, Italy, and Korea, South, a health certificate issued by the official Health Authorities from each respective country will be required. The Health Certificate must still be valid and shown to the airlines authorities upon check-ins.		08/03/2020	Indonesia MoFA	Government
3162	Indonesia	IDN			Asia	Movement restrictions	Additional health/documents requirements upon arrival	Yes	visitors/travelers arriving from the three said countries are required to complete a Health Alert Card (Kartu Kewaspadaan Kesehatan) issued by the Ministry of Health of the Republic of Indonesia.		08/03/2020	Indonesia MoFA	Government
3163	Indonesia	IDN			Asia	Public health measures	Health screenings in airports and border crossings	Yes	for Indonesian nationals who have recently traveled to one of the abovementioned countries, especially in the said regions, an additional health examination is required upon arrival at the airport.		08/03/2020	Indonesia MoFA	Government
3164	Indonesia	IDN			Asia	Public health measures	General recommendations	No	“The Government of Indonesia has issued a Health Protocol, as the Corona virus or Covid-19 spreads to hundreds of countries. The protocol will be implemented by the Government throughout the nation with centralized guidance by the Ministry of Health. The protocol was developed in consultation with all Ministries and Government agencies. 		16/03/2020	Indonesia MoH	Government
3165	Indonesia	IDN			Asia	Public health measures	Testing policy	No	specimen will be taken from patient under the criteria for the COVID-19 patient under observation for laboratory test and the patient will be treated in an isolation room. The Specimen will be sent to the National Institute for Health Research and Development (Balitbangkes). The first test result will be completed within 24 hours after the specimen is received.		16/03/2020	Indonesia MoH	Government
3166	Indonesia	IDN			Asia	Movement restrictions	Surveillance and monitoring	Yes	For those who test positive, Samples will be taken every day. 		16/03/2020	Indonesia MoH	Government
3167	Indonesia	IDN			Asia	Movement restrictions	Surveillance and monitoring	Yes	Should you have a history of travel to any country with local transmission of COVID-19 within a period of 14 days prior, perform self-monitoring through two times body temperature check. 		16/03/2020	Indonesia MoH	Government
3168	Indonesia	IDN			Asia	Public health measures	General recommendations	Yes	the Government advises all Indonesian citizens to restrict non-essential outbound travels. For Indonesian citizens currently travelling abroad, it is advised to return to Indonesia at the earliest possible time to avoid further travel disruptions. 		20/03/2020	Indonesia MoFA	Government
3169	Indonesia	IDN			Asia	Movement restrictions	Surveillance and monitoring	No	All Indonesian citizens are requested to monitor closely information available through the Safe Travel Application or contact the hotline of the nearest Indonesian Mission.		20/03/2020	Indonesia MoFA	Government
3170	Indonesia	IDN			Asia	Movement restrictions	Visa restrictions	No	The Indonesian government has suspended its visa exemption policy for short-stay visit, visa-on-arrival and diplomatic/service visa-free facilities for all countries, for a  period of 1 month. All foreigners/travelers who wish to visit Indonesia must obtain a visa from Indonesian missions in accordance with the purpose of their visit. 		20/03/2020	Indonesia MoFA	Government
3171	Indonesia	IDN			Asia	Movement restrictions	Additional health/documents requirements upon arrival	No	Upon submission of visa application, applicants must provide health certificate issued by relevant health authorities from their respective countries. 		20/03/2020	Indonesia MoFA	Government
